signal_date,execution_date,selected,selected_count
2008-03-07,2008-03-10,159902,1
2008-03-14,2008-03-17,,0
2008-03-21,2008-03-24,,0
2008-03-28,2008-03-31,,0
2008-04-03,2008-04-07,,0
2008-04-11,2008-04-14,,0
2008-04-18,2008-04-21,,0
2008-04-25,2008-04-28,,0
2008-04-30,2008-05-05,,0
2008-05-09,2008-05-12,,0
2008-05-16,2008-05-19,,0
2008-05-23,2008-05-26,,0
2008-05-30,2008-06-02,,0
2008-06-06,2008-06-10,,0
2008-06-13,2008-06-16,,0
2008-06-20,2008-06-23,,0
2008-06-27,2008-06-30,,0
2008-07-04,2008-07-07,,0
2008-07-11,2008-07-14,,0
2008-07-18,2008-07-21,,0
2008-07-25,2008-07-28,,0
2008-08-01,2008-08-04,,0
2008-08-08,2008-08-11,,0
2008-08-15,2008-08-18,,0
2008-08-22,2008-08-25,,0
2008-08-29,2008-09-01,,0
2008-09-05,2008-09-08,,0
2008-09-12,2008-09-16,,0
2008-09-19,2008-09-22,,0
2008-09-26,2008-10-06,,0
2008-10-10,2008-10-13,,0
2008-10-17,2008-10-20,,0
2008-10-24,2008-10-27,,0
2008-10-31,2008-11-03,,0
2008-11-07,2008-11-10,,0
2008-11-14,2008-11-17,,0
2008-11-21,2008-11-24,,0
2008-11-28,2008-12-01,,0
2008-12-05,2008-12-08,,0
2008-12-12,2008-12-15,,0
2008-12-19,2008-12-22,159902,1
2008-12-26,2008-12-29,,0
2008-12-31,2009-01-05,,0
2009-01-09,2009-01-12,159902,1
2009-01-16,2009-01-19,159902,1
2009-01-23,2009-02-02,"159902,159901",2
2009-02-06,2009-02-09,"159902,159901,510880,510180",4
2009-02-13,2009-02-16,"159902,159901,510880,510180",4
2009-02-20,2009-02-23,"159902,159901,510880,510180",4
2009-02-27,2009-03-02,"159902,159901,510880,510180",4
2009-03-06,2009-03-09,"159902,159901,510180,510880",4
2009-03-13,2009-03-16,"159901,159902,510880,510180",4
2009-03-20,2009-03-23,"159901,159902,510180,510880",4
2009-03-27,2009-03-30,"159901,159902,510880,510180",4
2009-04-03,2009-04-07,"159901,510180,159902,510880",4
2009-04-10,2009-04-13,"159902,159901,510180,510880",4
2009-04-17,2009-04-20,"159902,159901,510880,510180",4
2009-04-24,2009-04-27,"159902,159901,510880,510180",4
2009-04-30,2009-05-04,"159902,159901,510180,510880",4
2009-05-08,2009-05-11,"159901,159902,510050,510880",4
2009-05-15,2009-05-18,"159902,510180,159901,510880",4
2009-05-22,2009-05-25,"159902,159901,510050,510880",4
2009-05-27,2009-06-01,"159902,159901,510880,510050",4
2009-06-05,2009-06-08,"159902,159901,510880,510050",4
2009-06-12,2009-06-15,"159902,159901,510050,510880",4
2009-06-19,2009-06-22,"159902,159901,510050,510880",4
2009-06-26,2009-06-29,"159902,159901,510050,510880",4
2009-07-03,2009-07-06,"159901,510050,159902,510880",4
2009-07-10,2009-07-13,"159901,510050,159902,510880",4
2009-07-17,2009-07-20,"159901,510050,159902,510880",4
2009-07-24,2009-07-27,"159901,510050,510880,159902",4
2009-07-31,2009-08-03,"159901,510050,510880,159902",4
2009-08-07,2009-08-10,"159901,510050,510880,159902",4
2009-08-14,2009-08-17,"159901,510050,510880,159902",4
2009-08-21,2009-08-24,"510050,159901,510880,159902",4
2009-08-28,2009-08-31,"159901,510880,510050,159902",4
2009-09-04,2009-09-07,"159901,510880,510050,159902",4
2009-09-11,2009-09-14,"159901,510880,159902,510050",4
2009-09-18,2009-09-21,"159902,159901,510880,510050",4
2009-09-25,2009-09-28,"159902,159901",2
2009-09-30,2009-10-09,159902,1
2009-10-09,2009-10-12,"159902,159901,510050,510880",4
2009-10-16,2009-10-19,"159902,159901,510050,510880",4
2009-10-23,2009-10-26,"159902,159901,510050,510880",4
2009-10-30,2009-11-02,"159902,159901,510050,510880",4
2009-11-06,2009-11-09,"159902,159901,510880,510050",4
2009-11-13,2009-11-16,"159902,159901,510880,510050",4
2009-11-20,2009-11-23,"159902,159901,510880,510180",4
2009-11-27,2009-11-30,"159902,159901,510880,510180",4
2009-12-04,2009-12-07,"159901,159902,510880,510180",4
2009-12-11,2009-12-14,"159901,159902,510880,510180",4
2009-12-18,2009-12-21,"159902,159901,510880",3
2009-12-25,2009-12-28,"159902,159901,510880",3
2009-12-31,2010-01-04,"159902,510880,159901,510180",4
2010-01-08,2010-01-11,"159902,159901,510880,510180",4
2010-01-15,2010-01-18,"159902,159901,510880,510180",4
2010-01-22,2010-01-25,"159902,159901,510880",3
2010-01-29,2010-02-01,159902,1
2010-02-05,2010-02-08,159902,1
2010-02-12,2010-02-22,159902,1
2010-02-26,2010-03-01,"159902,159901",2
2010-03-05,2010-03-08,159902,1
2010-03-12,2010-03-15,159902,1
2010-03-19,2010-03-22,159902,1
2010-03-26,2010-03-29,159902,1
2010-04-02,2010-04-06,"159902,159901,510180",3
2010-04-09,2010-04-12,"159902,159901",2
2010-04-16,2010-04-19,159902,1
2010-04-23,2010-04-26,159902,1
2010-04-30,2010-05-04,159902,1
2010-05-07,2010-05-10,,0
2010-05-14,2010-05-17,,0
2010-05-21,2010-05-24,,0
2010-05-28,2010-05-31,,0
2010-06-04,2010-06-07,,0
2010-06-11,2010-06-17,,0
2010-06-18,2010-06-21,,0
2010-06-25,2010-06-28,,0
2010-07-02,2010-07-05,,0
2010-07-09,2010-07-12,,0
2010-07-16,2010-07-19,,0
2010-07-23,2010-07-26,,0
2010-07-30,2010-08-02,159902,1
2010-08-06,2010-08-09,159902,1
2010-08-13,2010-08-16,159902,1
2010-08-20,2010-08-23,"159902,159901",2
2010-08-27,2010-08-30,"159902,159901",2
2010-09-03,2010-09-06,"159902,159901",2
2010-09-10,2010-09-13,"159902,159901",2
2010-09-17,2010-09-20,"159902,159901",2
2010-09-21,2010-09-27,"159902,159901",2
2010-09-30,2010-10-08,"159902,159901,510180",3
2010-10-08,2010-10-11,"159902,159901,510180,510880",4
2010-10-15,2010-10-18,"159902,159901,510180,510880",4
2010-10-22,2010-10-25,"159901,159902,510180,510880",4
2010-10-29,2010-11-01,"159902,159901,510180,510880",4
2010-11-05,2010-11-08,"159902,159901,510180,510880",4
2010-11-12,2010-11-15,"159902,159901,510180,510880,510060",5
2010-11-19,2010-11-22,"159902,510180,510880,510050,510060",5
2010-11-26,2010-11-29,"159902,510180,510880,510050,510060",5
2010-12-03,2010-12-06,"159902,510180,510880,510050,510060",5
2010-12-10,2010-12-13,"159902,510180,510060,510050,510880",5
2010-12-17,2010-12-20,"159902,510180,510880,510060,510050",5
2010-12-24,2010-12-27,"159902,510180,510060,510880",4
2010-12-31,2011-01-04,"159902,510180",2
2011-01-07,2011-01-10,"159902,510180,510880,510060",4
2011-01-14,2011-01-17,,0
2011-01-21,2011-01-24,,0
2011-01-28,2011-01-31,,0
2011-02-01,2011-02-09,,0
2011-02-11,2011-02-14,,0
2011-02-18,2011-02-21,"510180,510880",2
2011-02-25,2011-02-28,"159903,510180,159902",3
2011-03-04,2011-03-07,"159903,510180,510050,159902",4
2011-03-11,2011-03-14,"510880,159903,510180,159902,510050",5
2011-03-18,2011-03-21,"510180,159903,159902",3
2011-03-25,2011-03-28,"510180,159903,510050,159902",4
2011-04-01,2011-04-06,"510880,510180,510050,159903",4
2011-04-08,2011-04-11,"510880,510180,510050,159903",4
2011-04-15,2011-04-18,"510880,510180,159903,510050",4
2011-04-22,2011-04-25,"510880,510180,510050,159903",4
2011-04-29,2011-05-03,"510880,510050,510180",3
2011-05-06,2011-05-09,,0
2011-05-13,2011-05-16,510880,1
2011-05-20,2011-05-23,510050,1
2011-05-27,2011-05-30,,0
2011-06-03,2011-06-07,,0
2011-06-10,2011-06-13,,0
2011-06-17,2011-06-20,,0
2011-06-24,2011-06-27,,0
2011-07-01,2011-07-04,,0
2011-07-08,2011-07-11,"159903,159901,510050",3
2011-07-15,2011-07-18,"159903,159901",2
2011-07-22,2011-07-25,159903,1
2011-07-29,2011-08-01,,0
2011-08-05,2011-08-08,,0
2011-08-12,2011-08-15,,0
2011-08-19,2011-08-22,,0
2011-08-26,2011-08-29,,0
2011-09-02,2011-09-05,,0
2011-09-09,2011-09-13,,0
2011-09-16,2011-09-19,,0
2011-09-23,2011-09-26,,0
2011-09-30,2011-10-10,,0
2011-10-14,2011-10-17,,0
2011-10-21,2011-10-24,,0
2011-10-28,2011-10-31,,0
2011-11-04,2011-11-07,,0
2011-11-11,2011-11-14,,0
2011-11-18,2011-11-21,,0
2011-11-25,2011-11-28,,0
2011-12-02,2011-12-05,,0
2011-12-09,2011-12-12,,0
2011-12-16,2011-12-19,,0
2011-12-23,2011-12-26,,0
2011-12-30,2012-01-04,,0
2012-01-06,2012-01-09,,0
2012-01-13,2012-01-16,,0
2012-01-20,2012-01-30,510050,1
2012-02-03,2012-02-06,510050,1
2012-02-10,2012-02-13,510050,1
2012-02-17,2012-02-20,"510050,510880",2
2012-02-24,2012-02-27,"510050,510880,510180,510170,159903",5
2012-03-02,2012-03-05,"510050,510880,510180,510170,159903",5
2012-03-09,2012-03-12,"510050,510180,159903,510170,159902",5
2012-03-16,2012-03-19,"510050,159903,510170,510180,159902",5
2012-03-23,2012-03-26,"510170,510050,510180,159903",4
2012-03-30,2012-04-05,,0
2012-04-06,2012-04-09,510050,1
2012-04-13,2012-04-16,"159903,510050,159901,510170",4
2012-04-20,2012-04-23,"159903,159902,510050,159901,510170",5
2012-04-27,2012-05-02,"159903,159901,510050,510170",4
2012-05-04,2012-05-07,"159903,510170,159901,510050,159902",5
2012-05-11,2012-05-14,"159903,510170,510050,159901,159902",5
2012-05-18,2012-05-21,"159903,510050,510170,510180",4
2012-05-25,2012-05-28,"510050,159903,510170,510180",4
2012-06-01,2012-06-04,"510050,159903,510180,510170,159902",5
2012-06-08,2012-06-11,159901,1
2012-06-15,2012-06-18,"510050,510180,159903,159902",4
2012-06-21,2012-06-25,"159901,159902",2
2012-06-29,2012-07-02,,0
2012-07-06,2012-07-09,159902,1
2012-07-13,2012-07-16,,0
2012-07-20,2012-07-23,,0
2012-07-27,2012-07-30,,0
2012-08-03,2012-08-06,,0
2012-08-10,2012-08-13,,0
2012-08-17,2012-08-20,,0
2012-08-24,2012-08-27,,0
2012-08-31,2012-09-03,,0
2012-09-07,2012-09-10,,0
2012-09-14,2012-09-17,,0
2012-09-21,2012-09-24,,0
2012-09-28,2012-10-08,,0
2012-10-12,2012-10-15,,0
2012-10-19,2012-10-22,,0
2012-10-26,2012-10-29,,0
2012-11-02,2012-11-05,,0
2012-11-09,2012-11-12,,0
2012-11-16,2012-11-19,,0
2012-11-23,2012-11-26,,0
2012-11-30,2012-12-03,,0
2012-12-07,2012-12-10,510050,1
2012-12-14,2012-12-17,"510050,510180",2
2012-12-21,2012-12-24,"510050,510180",2
2012-12-28,2012-12-31,"510050,510180,159903,159902",4
2013-01-04,2013-01-07,"510050,510180,159903",3
2013-01-11,2013-01-14,"510050,510180,159903,159902",4
2013-01-18,2013-01-21,"510050,510180,159903,159902",4
2013-01-25,2013-01-28,"510050,510180,159903,510170,159902",5
2013-02-01,2013-02-04,"510050,510180,159903,159902,510170",5
2013-02-08,2013-02-18,"510050,510180,159903,159902,510170",5
2013-02-22,2013-02-25,"510230,159915,510180,159902,510170",5
2013-03-01,2013-03-04,"159915,510230,510050,159902,510170",5
2013-03-08,2013-03-11,"159915,510230,510880,510050,159902",5
2013-03-15,2013-03-18,"159915,510230,510030,510050,159902",5
2013-03-22,2013-03-25,"159915,510230,510030,159902,510050",5
2013-03-29,2013-04-01,"159915,159902,510230,510050",4
2013-04-03,2013-04-08,"159915,510230,159902,510050",4
2013-04-12,2013-04-15,"159915,510230,159902,510050",4
2013-04-19,2013-04-22,"159915,510230,159902,510050",4
2013-04-26,2013-05-02,"159915,510230,159902,510880,159901",5
2013-05-03,2013-05-06,"159915,510230,159902,510880,510050",5
2013-05-10,2013-05-13,"159915,159902,510230,159901",4
2013-05-17,2013-05-20,"159915,159902,510230,159901",4
2013-05-24,2013-05-27,"159915,159902,510230,159901",4
2013-05-31,2013-06-03,"159915,159902,159901,510230",4
2013-06-07,2013-06-13,"159915,159902,159901",3
2013-06-14,2013-06-17,"159915,159902",2
2013-06-21,2013-06-24,"159915,159902",2
2013-06-28,2013-07-01,159915,1
2013-07-05,2013-07-08,"159915,159902",2
2013-07-12,2013-07-15,"159915,159902",2
2013-07-19,2013-07-22,"159915,159902",2
2013-07-26,2013-07-29,"159915,159902",2
2013-08-02,2013-08-05,"159915,159902",2
2013-08-09,2013-08-12,"159915,159902",2
2013-08-16,2013-08-19,"159915,159902",2
2013-08-23,2013-08-26,"159915,159902",2
2013-08-30,2013-09-02,"159915,159902",2
2013-09-06,2013-09-09,"159915,159902",2
2013-09-13,2013-09-16,"159915,159902,159919,510030,159903",5
2013-09-18,2013-09-23,"159915,159902,159919,510030,159903",5
2013-09-27,2013-09-30,"159915,159902,510300,510230",4
2013-09-30,2013-10-08,"159915,159902,159919,159903",4
2013-10-11,2013-10-14,"159915,159902,159901,159903,510030",5
2013-10-18,2013-10-21,"159915,159902,159919,159903",4
2013-10-25,2013-10-28,"159915,159919,159902",3
2013-11-01,2013-11-04,"159915,510030,510230,159919,159903",5
2013-11-08,2013-11-11,159915,1
2013-11-15,2013-11-18,"159915,510030",2
2013-11-22,2013-11-25,"159915,159902,510030,510230,159919",5
2013-11-29,2013-12-02,"159915,159902,510030,159919,510230",5
2013-12-06,2013-12-09,"159902,510030,159919,510300,510230",5
2013-12-13,2013-12-16,"159915,159902,159919,510030,510230",5
2013-12-20,2013-12-23,159915,1
2013-12-27,2013-12-30,159915,1
2014-01-03,2014-01-06,"159915,159902",2
2014-01-10,2014-01-13,159915,1
2014-01-17,2014-01-20,159915,1
2014-01-24,2014-01-27,"159915,159902",2
2014-01-30,2014-02-07,"159915,159902",2
2014-02-07,2014-02-10,"159915,159902",2
2014-02-14,2014-02-17,"159915,159902",2
2014-02-21,2014-02-24,"159915,159902",2
2014-02-28,2014-03-03,159915,1
2014-03-07,2014-03-10,159915,1
2014-03-14,2014-03-17,159915,1
2014-03-21,2014-03-24,159915,1
2014-03-28,2014-03-31,511990,1
2014-04-04,2014-04-08,510500,1
2014-04-11,2014-04-14,"510500,510050",2
2014-04-18,2014-04-21,"510500,159915",2
2014-04-25,2014-04-28,511990,1
2014-04-30,2014-05-05,511990,1
2014-05-09,2014-05-12,511880,1
2014-05-16,2014-05-19,511880,1
2014-05-23,2014-05-26,511880,1
2014-05-30,2014-06-03,511880,1
2014-06-06,2014-06-09,511880,1
2014-06-13,2014-06-16,"511880,510650,510050,159915",4
2014-06-20,2014-06-23,"511880,510650",2
2014-06-27,2014-06-30,"511880,159915,510500,510650",4
2014-07-04,2014-07-07,"511880,159915,510500,159902",4
2014-07-11,2014-07-14,"511880,510500,510650,510050",4
2014-07-18,2014-07-21,"511880,510500,510050,510650",4
2014-07-25,2014-07-28,"511880,510500,510050,510650",4
2014-08-01,2014-08-04,"511880,510500,510050,510650",4
2014-08-08,2014-08-11,"511880,510500,159919,510660",4
2014-08-15,2014-08-18,"511880,510500,159919,159903",4
2014-08-22,2014-08-25,"511880,510500,159901,159902",4
2014-08-29,2014-09-01,"511880,510500,159919,159902",4
2014-09-05,2014-09-09,"511880,510500,159925,510650",4
2014-09-12,2014-09-15,"511880,510500,510330,159902",4
2014-09-19,2014-09-22,"511880,510500,510510,159902",4
2014-09-26,2014-09-29,"511880,510500,510510,159902",4
2014-09-30,2014-10-08,"511880,510500,510510,159902",4
2014-10-10,2014-10-13,"510500,510510,511880,159902",4
2014-10-17,2014-10-20,"510510,510500,511880,159902",4
2014-10-24,2014-10-27,"510510,510500,511880,159902",4
2014-10-31,2014-11-03,"510510,510500,511880,159902",4
2014-11-07,2014-11-10,"511880,510510,510500,159902",4
2014-11-14,2014-11-17,"511880,510500,510330,510230",4
2014-11-21,2014-11-24,"511880,510500,510510,510660",4
2014-11-28,2014-12-01,"511880,510510,510500,510230",4
2014-12-05,2014-12-08,"511880,510330,510180,510230",4
2014-12-12,2014-12-15,"511880,510510,510500,159903",4
2014-12-19,2014-12-22,"511880,510180,510510,510230",4
2014-12-26,2014-12-29,"511880,510880,510180,510230,510300",5
2014-12-31,2015-01-05,"511880,510230,510030,510050,510880",5
2015-01-09,2015-01-12,"511880,510060,510180,510330,510030",5
2015-01-16,2015-01-19,"511880,159931,510180,510330,510030",5
2015-01-23,2015-01-26,"511880,159931,510030,510050,510180",5
2015-01-30,2015-02-02,"511880,159931,510310,510030,510180",5
2015-02-06,2015-02-09,"511880,510230,510310,510050,510030",5
2015-02-13,2015-02-16,"511880,510230,510030,510310,510050",5
2015-02-17,2015-02-25,"511880,510010,510310,159905,510300",5
2015-02-27,2015-03-02,"511880,510010,510180,510310,510030",5
2015-03-06,2015-03-09,"511880,510060,510510,510500,159905",5
2015-03-13,2015-03-16,"511880,510510,510500,510060,510880",5
2015-03-20,2015-03-23,"511880,510510,510500,510880,510060",5
2015-03-27,2015-03-30,"511880,510510,510500,159905,510060",5
2015-04-03,2015-04-07,"511880,510510,510500,159902,510170",5
2015-04-10,2015-04-13,"511880,510510,510500,510880,159903",5
2015-04-17,2015-04-20,"511880,510880,159919,510300,510060",5
2015-04-24,2015-04-27,"510160,511880,159919,510330,510880",5
2015-04-30,2015-05-04,"159919,510160,510330,510010,510030",5
2015-05-08,2015-05-11,"511880,159919,510010,510330,510030",5
2015-05-15,2015-05-18,"511880,159919,510330,510010,510030",5
2015-05-22,2015-05-25,"511880,510510,159919,510660,159905",5
2015-05-29,2015-06-01,"511880,159922,159915,159907,510880",5
2015-06-05,2015-06-08,"511880,159922,510510,159907,510170",5
2015-06-12,2015-06-15,"511880,159922,510510,159907,510170",5
2015-06-19,2015-06-23,"511880,510510,159922,159907,510170",5
2015-06-26,2015-06-29,"511880,159907,510510,510290,510170",5
2015-07-03,2015-07-06,"511880,513100,159915,159920",4
2015-07-10,2015-07-13,"511880,510030,510060,510190,510330",5
2015-07-17,2015-07-20,"511880,513100,159915,513500,159902",5
2015-07-24,2015-07-27,"511880,159915,513100,159907,513500",5
2015-07-31,2015-08-03,"511880,513100,513500",3
2015-08-07,2015-08-10,"511880,513100,513500,510660",4
2015-08-14,2015-08-17,"511880,513500,513100,510630,510290",5
2015-08-21,2015-08-24,"511880,513100,518880",3
2015-08-28,2015-08-31,"511880,513100",2
2015-09-02,2015-09-07,"511880,518880",2
2015-09-11,2015-09-14,"511880,513100",2
2015-09-18,2015-09-21,"511880,513100",2
2015-09-25,2015-09-28,"511880,518880",2
2015-09-30,2015-10-08,511880,1
2015-10-09,2015-10-12,"511880,518880",2
2015-10-16,2015-10-19,"511880,518880,513100",3
2015-10-23,2015-10-26,"511880,518880,513100",3
2015-10-30,2015-11-02,"511880,518880,513100",3
2015-11-06,2015-11-09,511880,1
2015-11-13,2015-11-16,"511880,159915",2
2015-11-20,2015-11-23,"511880,159915,159902,510500",4
2015-11-27,2015-11-30,"511880,159915",2
2015-12-04,2015-12-07,"511880,159915,159901,159902",4
2015-12-11,2015-12-14,"511880,159915,159902,159901",4
2015-12-18,2015-12-21,"511880,159915,159902,510500",4
2015-12-25,2015-12-28,"511880,159915,159902,510500,159920",5
2015-12-31,2016-01-04,"511880,159915,159902,159901",4
2016-01-08,2016-01-11,"511880,518880",2
2016-01-15,2016-01-18,"511880,518880",2
2016-01-22,2016-01-25,"511880,518880",2
2016-01-29,2016-02-01,"511880,518880",2
2016-02-05,2016-02-15,"511880,518880",2
2016-02-19,2016-02-22,"511880,518880",2
2016-02-26,2016-02-29,"511880,518880",2
2016-03-04,2016-03-07,"511880,518880",2
2016-03-11,2016-03-14,"511880,518880",2
2016-03-18,2016-03-21,"511880,518880,159934",3
2016-03-25,2016-03-28,"511880,518800,159934",3
2016-04-01,2016-04-05,"511880,518800,159937",3
2016-04-08,2016-04-11,"511880,159937,159934",3
2016-04-15,2016-04-18,"511880,159937,518800,159920,510900",5
2016-04-22,2016-04-25,"511880,518800,159937,159920",4
2016-04-29,2016-05-03,"511880,518800,159937,159920",4
2016-05-06,2016-05-09,"511880,518800,159937",3
2016-05-13,2016-05-16,"511880,159937,518800",3
2016-05-20,2016-05-23,"511880,159937,518800",3
2016-05-27,2016-05-30,"511880,159937,518800,159920",4
2016-06-03,2016-06-06,"511880,159920,159915,159937,518800",5
2016-06-08,2016-06-13,"511880,518800,159937,159920,159902",5
2016-06-17,2016-06-20,"511880,518880,159937,159920,159902",5
2016-06-24,2016-06-27,"511880,159937,518880,159920,510900",5
2016-07-01,2016-07-04,"511880,159937,518880,159920,510900",5
2016-07-08,2016-07-11,"511880,159937,518880,159920,159902",5
2016-07-15,2016-07-18,"511880,159937,518880,159920,510900",5
2016-07-22,2016-07-25,"511880,159937,518880,159920,510900",5
2016-07-29,2016-08-01,"511880,159937,518880,159920,510900",5
2016-08-05,2016-08-08,"511880,159937,518800,159920,510900",5
2016-08-12,2016-08-15,"511880,510900,159920,510050,510180",5
2016-08-19,2016-08-22,"511880,510900,159920,518800,159937",5
2016-08-26,2016-08-29,"511880,159920,510900,518800,159937",5
2016-09-02,2016-09-05,"511880,159920,510900,518880,159934",5
2016-09-09,2016-09-12,"511880,159920,510900,518880,518800",5
2016-09-14,2016-09-19,"511880,518880,159934,159920,510180",5
2016-09-23,2016-09-26,"511880,159920,510900,159934,159937",5
2016-09-30,2016-10-10,"511880,159920,510900,510050,159919",5
2016-10-14,2016-10-17,"511880,159920,510900,510050,159901",5
2016-10-21,2016-10-24,"511880,159920,159919,510050,510900",5
2016-10-28,2016-10-31,"511880,159919,159920,159901,510900",5
2016-11-04,2016-11-07,"511880,159919,510050,159920,510900",5
2016-11-11,2016-11-14,"511880,159919,510050,159920,510900",5
2016-11-18,2016-11-21,"511880,510050,159919,159920,159005",5
2016-11-25,2016-11-28,"511880,510050,510300,510900,159920",5
2016-12-02,2016-12-05,"511880,159919,510050,510900,159920",5
2016-12-09,2016-12-12,"511880,510050,510180,510900,159920",5
2016-12-16,2016-12-19,"511880,510900,510050,510180,159920",5
2016-12-23,2016-12-26,"511880,510050,510180,159005",4
